participation_id,student_id,activity_id,date,hours_spent,special_occasion
1742,1028,1,2024-05-31,3,False
1743,1485,3,2024-03-08,3,False
1744,1485,3,2024-03-15,5,True
1745,1485,3,2024-03-22,1,False
1746,1485,3,2024-03-29,2,False
1747,1485,3,2024-04-05,2,False
1748,1485,3,2024-04-12,1,False
1749,1485,3,2024-04-19,1,False
1750,1485,3,2024-04-26,3,False
1751,1485,3,2024-05-03,2,False
1752,1485,3,2024-05-10,1,False
1753,1485,3,2024-05-17,2,False
1754,1485,3,2024-05-24,2,False
1755,1485,3,2024-05-31,2,False
1756,1566,6,2024-03-08,3,False
1757,1566,6,2024-03-15,2,False
1758,1566,6,2024-03-22,1,False
1759,1566,6,2024-03-29,1,False
1760,1566,6,2024-04-05,1,False
1761,1566,6,2024-04-12,3,False
1762,1566,6,2024-04-19,1,False
1763,1566,6,2024-04-26,1,False
1764,1566,6,2024-05-03,3,False
1765,1566,6,2024-05-10,1,False
1766,1566,6,2024-05-17,1,False
1767,1566,6,2024-05-24,2,False
1768,1566,6,2024-05-31,3,False
1769,1048,3,2024-03-08,3,False
1770,1048,3,2024-03-15,1,False
1771,1048,3,2024-03-22,1,False
1772,1048,3,2024-03-29,1,False
1773,1048,3,2024-04-05,1,False
1774,1048,3,2024-04-12,1,False
1775,1048,3,2024-04-19,2,False
1776,1048,3,2024-04-26,1,False
1777,1048,3,2024-05-03,3,False
1778,1048,3,2024-05-10,3,False
1779,1048,3,2024-05-17,3,False
1780,1048,3,2024-05-24,3,False
1781,1048,3,2024-05-31,1,False
1782,1596,5,2024-03-08,1,False
1783,1596,5,2024-03-15,1,False
1784,1596,5,2024-03-22,1,False
1785,1596,5,2024-03-29,2,False
1786,1596,5,2024-04-05,1,False
1787,1596,5,2024-04-12,3,True
1788,1596,5,2024-04-19,2,False
1789,1596,5,2024-04-26,2,False
1790,1596,5,2024-05-03,1,False
1791,1596,5,2024-05-10,5,True
1792,1596,5,2024-05-17,2,False
1793,1596,5,2024-05-24,1,False
1794,1596,5,2024-05-31,2,False
1795,1103,3,2024-03-08,1,False
1796,1103,3,2024-03-15,3,False
1797,1103,3,2024-03-22,2,False
1798,1103,3,2024-03-29,2,False
1799,1103,3,2024-04-05,1,False
1800,1103,3,2024-04-12,3,False
1801,1103,3,2024-04-19,1,False
1802,1103,3,2024-04-26,1,False
1803,1103,3,2024-05-03,2,False
1804,1103,3,2024-05-10,2,False
1805,1103,3,2024-05-17,2,False
1806,1103,3,2024-05-24,2,False
1807,1103,3,2024-05-31,2,False
1808,1337,3,2024-03-08,2,False
1809,1337,3,2024-03-15,3,False
1810,1337,3,2024-03-22,1,False
1811,1337,3,2024-03-29,3,False
1812,1337,3,2024-04-05,5,True
1813,1337,3,2024-04-12,1,False
1814,1337,3,2024-04-19,3,False
1815,1337,3,2024-04-26,3,False
1816,1337,3,2024-05-03,2,False
1817,1337,3,2024-05-10,2,False
1818,1337,3,2024-05-17,2,False
1819,1337,3,2024-05-24,3,False
1820,1337,3,2024-05-31,1,False
1821,1061,5,2024-03-08,3,False
1822,1061,5,2024-03-15,2,False
1823,1061,5,2024-03-22,3,False
1824,1061,5,2024-03-29,3,False
1825,1061,5,2024-04-05,3,False
1826,1061,5,2024-04-12,5,True
1827,1061,5,2024-04-19,1,False
1828,1061,5,2024-04-26,2,False
1829,1061,5,2024-05-03,2,True
1830,1061,5,2024-05-10,1,False
1831,1061,5,2024-05-17,2,False
1832,1061,5,2024-05-24,2,False
1833,1061,5,2024-05-31,1,False
1834,1280,6,2024-03-08,3,False
1835,1280,6,2024-03-15,1,False
1836,1280,6,2024-03-22,1,False
1837,1280,6,2024-03-29,1,False
1838,1280,6,2024-04-05,2,False
1839,1280,6,2024-04-12,1,False
1840,1280,6,2024-04-19,1,False
1841,1280,6,2024-04-26,1,False
1842,1280,6,2024-05-03,1,False
1843,1280,6,2024-05-10,1,False
1844,1280,6,2024-05-17,2,False
1845,1280,6,2024-05-24,1,False
1846,1280,6,2024-05-31,3,False
1847,1136,2,2024-03-08,1,False
1848,1136,2,2024-03-15,3,False
1849,1136,2,2024-03-22,1,False
1850,1136,2,2024-03-29,2,False
1851,1136,2,2024-04-05,2,False
1852,1136,2,2024-04-12,1,False
1853,1136,2,2024-04-19,2,True
1854,1136,2,2024-04-26,1,False
1855,1136,2,2024-05-03,3,False
1856,1136,2,2024-05-10,3,False
1857,1136,2,2024-05-17,2,False
1858,1136,2,2024-05-24,1,False
1859,1136,2,2024-05-31,3,False
1860,1166,2,2024-03-08,3,False
1861,1166,2,2024-03-15,1,False
1862,1166,2,2024-03-22,1,False
1863,1166,2,2024-03-29,1,False
1864,1166,2,2024-04-05,3,False
1865,1166,2,2024-04-12,3,True
1866,1166,2,2024-04-19,1,False
1867,1166,2,2024-04-26,1,False
1868,1166,2,2024-05-03,2,False
1869,1166,2,2024-05-10,2,False
1870,1166,2,2024-05-17,2,False
1871,1166,2,2024-05-24,1,False
1872,1166,2,2024-05-31,3,False
1873,1352,1,2024-03-08,2,False
1874,1352,1,2024-03-15,1,False
1875,1352,1,2024-03-22,2,False
1876,1352,1,2024-03-29,1,False
1877,1352,1,2024-04-05,1,False
1878,1352,1,2024-04-12,3,False
1879,1352,1,2024-04-19,1,False
1880,1352,1,2024-04-26,1,False
1881,1352,1,2024-05-03,1,False
1882,1352,1,2024-05-10,3,False
1883,1352,1,2024-05-17,2,False
1884,1352,1,2024-05-24,3,False
1885,1352,1,2024-05-31,1,False
1886,1589,5,2024-03-08,3,False
1887,1589,5,2024-03-15,3,False
1888,1589,5,2024-03-22,2,False
1889,1589,5,2024-03-29,2,False
1890,1589,5,2024-04-05,2,False
1891,1589,5,2024-04-12,1,False
1892,1589,5,2024-04-19,3,False
1893,1589,5,2024-04-26,2,False
1894,1589,5,2024-05-03,1,False
1895,1589,5,2024-05-10,3,False
1896,1589,5,2024-05-17,1,False
1897,1589,5,2024-05-24,1,False
1898,1589,5,2024-05-31,3,False
1899,1394,2,2024-03-08,2,False
1900,1394,2,2024-03-15,2,False
1901,1394,2,2024-03-22,1,False
1902,1394,2,2024-03-29,3,False
1903,1394,2,2024-04-05,1,False
1904,1394,2,2024-04-12,2,False
1905,1394,2,2024-04-19,3,False
1906,1394,2,2024-04-26,2,False
1907,1394,2,2024-05-03,3,True
1908,1394,2,2024-05-10,2,False
1909,1394,2,2024-05-17,1,False
1910,1394,2,2024-05-24,2,False
1911,1394,2,2024-05-31,1,False
1912,1474,2,2024-03-08,1,False
1913,1474,2,2024-03-15,3,False
1914,1474,2,2024-03-22,2,False
1915,1474,2,2024-03-29,3,True
1916,1474,2,2024-04-05,1,False
1917,1474,2,2024-04-12,3,False
1918,1474,2,2024-04-19,3,True
1919,1474,2,2024-04-26,1,False
1920,1474,2,2024-05-03,2,True
1921,1474,2,2024-05-10,1,False
1922,1474,2,2024-05-17,1,False
1923,1474,2,2024-05-24,1,False
1924,1474,2,2024-05-31,2,True
1925,1324,6,2024-03-08,1,False
1926,1324,6,2024-03-15,1,False
1927,1324,6,2024-03-22,3,False
1928,1324,6,2024-03-29,1,False
1929,1324,6,2024-04-05,2,False
1930,1324,6,2024-04-12,1,False
1931,1324,6,2024-04-19,3,False
1932,1324,6,2024-04-26,1,False
1933,1324,6,2024-05-03,3,False
1934,1324,6,2024-05-10,1,False
1935,1324,6,2024-05-17,1,False
1936,1324,6,2024-05-24,2,False
1937,1324,6,2024-05-31,4,True
1938,1459,6,2024-03-08,1,False
1939,1459,6,2024-03-15,1,False
1940,1459,6,2024-03-22,1,False
1941,1459,6,2024-03-29,2,False
1942,1459,6,2024-04-05,3,False
1943,1459,6,2024-04-12,3,False
1944,1459,6,2024-04-19,2,False
1945,1459,6,2024-04-26,3,False
1946,1459,6,2024-05-03,2,False
1947,1459,6,2024-05-10,1,False
1948,1459,6,2024-05-17,3,False
1949,1459,6,2024-05-24,2,False
1950,1459,6,2024-05-31,3,False
1951,1176,2,2024-03-08,3,False
1952,1176,2,2024-03-15,2,False
1953,1176,2,2024-03-22,1,False
1954,1176,2,2024-03-29,1,False
1955,1176,2,2024-04-05,2,False
1956,1176,2,2024-04-12,2,False
1957,1176,2,2024-04-19,2,True
1958,1176,2,2024-04-26,1,False
1959,1176,2,2024-05-03,1,False
1960,1176,2,2024-05-10,2,False
1961,1176,2,2024-05-17,3,False
1962,1176,2,2024-05-24,3,False
1963,1176,2,2024-05-31,2,False
1964,1384,2,2024-03-08,2,True
1965,1384,2,2024-03-15,3,False
1966,1384,2,2024-03-22,1,False
1967,1384,2,2024-03-29,1,False
1968,1384,2,2024-04-05,2,False
1969,1384,2,2024-04-12,3,False
1970,1384,2,2024-04-19,3,False
1971,1384,2,2024-04-26,3,False
1972,1384,2,2024-05-03,2,False
1973,1384,2,2024-05-10,1,False
1974,1384,2,2024-05-17,2,True
1975,1384,2,2024-05-24,1,False
1976,1384,2,2024-05-31,1,False
1977,1420,6,2024-03-08,1,False
1978,1420,6,2024-03-15,3,False
1979,1420,6,2024-03-22,1,False
1980,1420,6,2024-03-29,2,False
1981,1420,6,2024-04-05,1,False
1982,1420,6,2024-04-12,1,False
1983,1420,6,2024-04-19,4,True
1984,1420,6,2024-04-26,3,False
1985,1420,6,2024-05-03,1,False
1986,1420,6,2024-05-10,1,False
1987,1420,6,2024-05-17,2,False
1988,1420,6,2024-05-24,1,False
1989,1420,6,2024-05-31,2,False
1990,1388,2,2024-03-08,2,False
1991,1388,2,2024-03-15,3,False
1992,1388,2,2024-03-22,1,False
1993,1388,2,2024-03-29,3,False
1994,1388,2,2024-04-05,2,False
1995,1388,2,2024-04-12,1,False
1996,1388,2,2024-04-19,3,True
1997,1388,2,2024-04-26,2,False
1998,1388,2,2024-05-03,3,False
1999,1388,2,2024-05-10,3,False
2000,1388,2,2024-05-17,2,False
2001,1388,2,2024-05-24,2,False
2002,1388,2,2024-05-31,3,False
2003,1339,3,2024-03-08,1,False
2004,1339,3,2024-03-15,2,False
2005,1339,3,2024-03-22,2,False
2006,1339,3,2024-03-29,4,True
2007,1339,3,2024-04-05,1,False
2008,1339,3,2024-04-12,1,False
2009,1339,3,2024-04-19,3,False
2010,1339,3,2024-04-26,3,False
2011,1339,3,2024-05-03,1,False
2012,1339,3,2024-05-10,1,False
2013,1339,3,2024-05-17,1,False
2014,1339,3,2024-05-24,1,False
2015,1339,3,2024-05-31,1,False
2016,1174,4,2024-03-08,3,False
2017,1174,4,2024-03-15,2,False
2018,1174,4,2024-03-22,2,False
2019,1174,4,2024-03-29,3,False
2020,1174,4,2024-04-05,2,True
2021,1174,4,2024-04-12,3,False
2022,1174,4,2024-04-19,1,False
2023,1174,4,2024-04-26,1,False
2024,1174,4,2024-05-03,3,True
2025,1174,4,2024-05-10,3,False
2026,1174,4,2024-05-17,3,False
2027,1174,4,2024-05-24,1,False
2028,1174,4,2024-05-31,3,False
2029,1586,2,2024-03-08,2,False
2030,1586,2,2024-03-15,5,True
2031,1586,2,2024-03-22,4,True
2032,1586,2,2024-03-29,2,False
2033,1586,2,2024-04-05,1,False
2034,1586,2,2024-04-12,1,False
2035,1586,2,2024-04-19,3,False
2036,1586,2,2024-04-26,1,False
2037,1586,2,2024-05-03,3,False
2038,1586,2,2024-05-10,2,False
2039,1586,2,2024-05-17,2,False
2040,1586,2,2024-05-24,1,False
2041,1586,2,2024-05-31,2,False
2042,1379,5,2024-03-08,3,False
2043,1379,5,2024-03-15,1,False
2044,1379,5,2024-03-22,3,True
2045,1379,5,2024-03-29,1,False
2046,1379,5,2024-04-05,3,False
2047,1379,5,2024-04-12,2,False
2048,1379,5,2024-04-19,2,False
2049,1379,5,2024-04-26,2,False
2050,1379,5,2024-05-03,1,False
2051,1379,5,2024-05-10,2,False
2052,1379,5,2024-05-17,3,False
2053,1379,5,2024-05-24,3,False
2054,1379,5,2024-05-31,1,False
2055,1074,4,2024-03-08,1,False
2056,1074,4,2024-03-15,1,False
2057,1074,4,2024-03-22,1,False
2058,1074,4,2024-03-29,3,False
2059,1074,4,2024-04-05,1,False
2060,1074,4,2024-04-12,2,False
2061,1074,4,2024-04-19,2,False
2062,1074,4,2024-04-26,3,False
2063,1074,4,2024-05-03,1,False
2064,1074,4,2024-05-10,2,False
2065,1074,4,2024-05-17,2,False
2066,1074,4,2024-05-24,1,False
2067,1074,4,2024-05-31,1,False
2068,1562,2,2024-03-08,3,False
2069,1562,2,2024-03-15,3,False
2070,1562,2,2024-03-22,3,True
2071,1562,2,2024-03-29,3,False
2072,1562,2,2024-04-05,1,False
2073,1562,2,2024-04-12,2,False
2074,1562,2,2024-04-19,2,False
2075,1562,2,2024-04-26,1,False
2076,1562,2,2024-05-03,3,False
2077,1562,2,2024-05-10,2,False
2078,1562,2,2024-05-17,2,False
2079,1562,2,2024-05-24,2,False
2080,1562,2,2024-05-31,1,False
2081,1051,2,2024-03-08,3,False
2082,1051,2,2024-03-15,2,False
2083,1051,2,2024-03-22,3,False
2084,1051,2,2024-03-29,1,False
2085,1051,2,2024-04-05,2,False
2086,1051,2,2024-04-12,3,False
2087,1051,2,2024-04-19,2,False
2088,1051,2,2024-04-26,3,False
2089,1051,2,2024-05-03,2,False
2090,1051,2,2024-05-10,3,False
2091,1051,2,2024-05-17,4,True
2092,1051,2,2024-05-24,1,False
2093,1051,2,2024-05-31,1,False
2094,1452,3,2024-03-08,1,False
2095,1452,3,2024-03-15,2,False
2096,1452,3,2024-03-22,2,False
2097,1452,3,2024-03-29,1,False
2098,1452,3,2024-04-05,3,False
2099,1452,3,2024-04-12,1,False
2100,1452,3,2024-04-19,1,False
2101,1452,3,2024-04-26,1,False
2102,1452,3,2024-05-03,1,False
2103,1452,3,2024-05-10,1,False
2104,1452,3,2024-05-17,1,False
2105,1452,3,2024-05-24,1,False
2106,1452,3,2024-05-31,3,False
2107,1161,4,2024-03-08,3,False
2108,1161,4,2024-03-15,2,True
2109,1161,4,2024-03-22,2,False
2110,1161,4,2024-03-29,1,False
2111,1161,4,2024-04-05,1,False
2112,1161,4,2024-04-12,1,False
2113,1161,4,2024-04-19,1,False
2114,1161,4,2024-04-26,1,False
2115,1161,4,2024-05-03,3,False
2116,1161,4,2024-05-10,3,False
2117,1161,4,2024-05-17,2,False
2118,1161,4,2024-05-24,2,False
2119,1161,4,2024-05-31,3,False
2120,1386,5,2024-03-08,2,False
2121,1386,5,2024-03-15,4,True
2122,1386,5,2024-03-22,3,False
2123,1386,5,2024-03-29,2,False
2124,1386,5,2024-04-05,1,False
2125,1386,5,2024-04-12,3,False
2126,1386,5,2024-04-19,3,False
2127,1386,5,2024-04-26,3,False
2128,1386,5,2024-05-03,1,False
2129,1386,5,2024-05-10,5,True
2130,1386,5,2024-05-17,1,False
2131,1386,5,2024-05-24,1,False
2132,1386,5,2024-05-31,2,False
2133,1382,5,2024-03-08,1,False
2134,1382,5,2024-03-15,3,False
2135,1382,5,2024-03-22,1,False
2136,1382,5,2024-03-29,2,False
2137,1382,5,2024-04-05,5,True
2138,1382,5,2024-04-12,2,True
2139,1382,5,2024-04-19,3,False
2140,1382,5,2024-04-26,2,False
2141,1382,5,2024-05-03,2,False
2142,1382,5,2024-05-10,3,False
2143,1382,5,2024-05-17,3,False
2144,1382,5,2024-05-24,1,False
2145,1382,5,2024-05-31,2,False
2146,1405,3,2024-03-08,3,False
2147,1405,3,2024-03-15,3,False
2148,1405,3,2024-03-22,2,False
2149,1405,3,2024-03-29,2,False
2150,1405,3,2024-04-05,3,False
2151,1405,3,2024-04-12,1,False
2152,1405,3,2024-04-19,2,False
2153,1405,3,2024-04-26,1,False
2154,1405,3,2024-05-03,1,False
2155,1405,3,2024-05-10,4,True
2156,1405,3,2024-05-17,3,True
2157,1405,3,2024-05-24,3,False
2158,1405,3,2024-05-31,1,False
2159,1218,3,2024-03-08,3,False
2160,1218,3,2024-03-15,1,False
2161,1218,3,2024-03-22,1,False
2162,1218,3,2024-03-29,2,False
2163,1218,3,2024-04-05,1,False
2164,1218,3,2024-04-12,2,True
2165,1218,3,2024-04-19,1,False
2166,1218,3,2024-04-26,3,False
2167,1218,3,2024-05-03,3,False
2168,1218,3,2024-05-10,1,False
2169,1218,3,2024-05-17,3,False
2170,1218,3,2024-05-24,1,False
2171,1218,3,2024-05-31,2,False
2172,1199,2,2024-03-08,1,False
2173,1199,2,2024-03-15,3,False
2174,1199,2,2024-03-22,3,False
2175,1199,2,2024-03-29,2,False
2176,1199,2,2024-04-05,1,False
2177,1199,2,2024-04-12,1,False
2178,1199,2,2024-04-19,1,False
2179,1199,2,2024-04-26,1,False
2180,1199,2,2024-05-03,2,False
2181,1199,2,2024-05-10,1,False
2182,1199,2,2024-05-17,3,False
2183,1199,2,2024-05-24,3,False
2184,1199,2,2024-05-31,3,False
2185,1043,2,2024-03-08,1,False
2186,1043,2,2024-03-15,3,False
2187,1043,2,2024-03-22,3,False
2188,1043,2,2024-03-29,3,False
2189,1043,2,2024-04-05,3,False
2190,1043,2,2024-04-12,2,False
2191,1043,2,2024-04-19,1,False
2192,1043,2,2024-04-26,2,False
2193,1043,2,2024-05-03,2,False
2194,1043,2,2024-05-10,2,False
2195,1043,2,2024-05-17,3,True
2196,1043,2,2024-05-24,2,False
2197,1043,2,2024-05-31,1,False
2198,1295,6,2024-03-08,5,True
2199,1295,6,2024-03-15,3,False
2200,1295,6,2024-03-22,1,False
2201,1295,6,2024-03-29,3,True
2202,1295,6,2024-04-05,2,False
2203,1295,6,2024-04-12,3,False
2204,1295,6,2024-04-19,3,False
2205,1295,6,2024-04-26,1,False
2206,1295,6,2024-05-03,3,False
2207,1295,6,2024-05-10,2,False
2208,1295,6,2024-05-17,3,False
2209,1295,6,2024-05-24,1,False
2210,1295,6,2024-05-31,1,False
2211,1309,5,2024-03-08,4,True
2212,1309,5,2024-03-15,3,False
2213,1309,5,2024-03-22,4,True
2214,1309,5,2024-03-29,1,False
2215,1309,5,2024-04-05,2,False
2216,1309,5,2024-04-12,1,False
2217,1309,5,2024-04-19,2,False
2218,1309,5,2024-04-26,2,False
2219,1309,5,2024-05-03,2,False
2220,1309,5,2024-05-10,3,False
2221,1309,5,2024-05-17,1,False
2222,1309,5,2024-05-24,5,True
2223,1309,5,2024-05-31,1,False
2224,1529,1,2024-03-08,3,False
2225,1529,1,2024-03-15,3,False
2226,1529,1,2024-03-22,2,False
2227,1529,1,2024-03-29,3,False
2228,1529,1,2024-04-05,3,True
2229,1529,1,2024-04-12,3,False
2230,1529,1,2024-04-19,3,False
2231,1529,1,2024-04-26,3,False
2232,1529,1,2024-05-03,4,True
2233,1529,1,2024-05-10,3,False
2234,1529,1,2024-05-17,2,False
2235,1529,1,2024-05-24,2,False
2236,1529,1,2024-05-31,3,False
2237,1168,6,2024-03-08,5,True
2238,1168,6,2024-03-15,1,False
2239,1168,6,2024-03-22,3,False
2240,1168,6,2024-03-29,2,False
2241,1168,6,2024-04-05,1,False
2242,1168,6,2024-04-12,3,False
2243,1168,6,2024-04-19,3,False
2244,1168,6,2024-04-26,1,False
2245,1168,6,2024-05-03,2,True
2246,1168,6,2024-05-10,3,False
2247,1168,6,2024-05-17,3,False
2248,1168,6,2024-05-24,3,False
2249,1168,6,2024-05-31,2,False
2250,1157,6,2024-03-08,3,False
2251,1157,6,2024-03-15,2,False
2252,1157,6,2024-03-22,1,False
2253,1157,6,2024-03-29,2,False
2254,1157,6,2024-04-05,3,False
2255,1157,6,2024-04-12,2,False
2256,1157,6,2024-04-19,3,False
2257,1157,6,2024-04-26,1,False
2258,1157,6,2024-05-03,3,False
2259,1157,6,2024-05-10,3,True
2260,1157,6,2024-05-17,3,False
2261,1157,6,2024-05-24,1,False
2262,1157,6,2024-05-31,1,False
2263,1419,5,2024-03-08,3,False
2264,1419,5,2024-03-15,3,True
2265,1419,5,2024-03-22,3,False
2266,1419,5,2024-03-29,1,False
2267,1419,5,2024-04-05,4,True
2268,1419,5,2024-04-12,1,False
2269,1419,5,2024-04-19,1,False
2270,1419,5,2024-04-26,1,False
2271,1419,5,2024-05-03,3,False
2272,1419,5,2024-05-10,3,False
2273,1419,5,2024-05-17,1,False
2274,1419,5,2024-05-24,1,False
2275,1419,5,2024-05-31,5,True
2276,1274,3,2024-03-08,2,True
2277,1274,3,2024-03-15,2,False
2278,1274,3,2024-03-22,3,False
2279,1274,3,2024-03-29,1,False
2280,1274,3,2024-04-05,1,False
2281,1274,3,2024-04-12,3,False
2282,1274,3,2024-04-19,1,False
2283,1274,3,2024-04-26,2,False
2284,1274,3,2024-05-03,1,False
2285,1274,3,2024-05-10,3,False
2286,1274,3,2024-05-17,3,False
2287,1274,3,2024-05-24,1,False
2288,1274,3,2024-05-31,3,False
2289,1267,2,2024-03-08,1,False
2290,1267,2,2024-03-15,1,False
2291,1267,2,2024-03-22,1,False
2292,1267,2,2024-03-29,2,False
2293,1267,2,2024-04-05,1,False
2294,1267,2,2024-04-12,1,False
2295,1267,2,2024-04-19,2,False
2296,1267,2,2024-04-26,1,False
2297,1267,2,2024-05-03,1,False
2298,1267,2,2024-05-10,1,False
2299,1267,2,2024-05-17,1,False
2300,1267,2,2024-05-24,3,False
2301,1267,2,2024-05-31,3,False
2302,1365,6,2024-03-08,2,False
2303,1365,6,2024-03-15,2,False
2304,1365,6,2024-03-22,2,False
2305,1365,6,2024-03-29,2,False
2306,1365,6,2024-04-05,3,True
2307,1365,6,2024-04-12,1,False
2308,1365,6,2024-04-19,3,False
2309,1365,6,2024-04-26,2,False
2310,1365,6,2024-05-03,1,False
2311,1365,6,2024-05-10,1,False
2312,1365,6,2024-05-17,3,False
2313,1365,6,2024-05-24,1,False
2314,1365,6,2024-05-31,3,False
2315,1100,5,2024-03-08,3,False
2316,1100,5,2024-03-15,1,False
2317,1100,5,2024-03-22,3,False
2318,1100,5,2024-03-29,2,False
2319,1100,5,2024-04-05,2,False
2320,1100,5,2024-04-12,3,False
2321,1100,5,2024-04-19,3,False
2322,1100,5,2024-04-26,1,False
2323,1100,5,2024-05-03,3,False
2324,1100,5,2024-05-10,1,False
2325,1100,5,2024-05-17,1,False
2326,1100,5,2024-05-24,3,False
2327,1100,5,2024-05-31,3,False
2328,1404,6,2024-03-08,1,False
2329,1404,6,2024-03-15,1,False
2330,1404,6,2024-03-22,1,False
2331,1404,6,2024-03-29,3,False
2332,1404,6,2024-04-05,3,False
2333,1404,6,2024-04-12,1,False
2334,1404,6,2024-04-19,1,False
2335,1404,6,2024-04-26,3,False
2336,1404,6,2024-05-03,3,False
2337,1404,6,2024-05-10,1,False
2338,1404,6,2024-05-17,1,False
2339,1404,6,2024-05-24,4,True
2340,1404,6,2024-05-31,3,False
2341,1357,2,2024-03-08,1,False
2342,1357,2,2024-03-15,1,False
2343,1357,2,2024-03-22,3,False
2344,1357,2,2024-03-29,2,False
2345,1357,2,2024-04-05,1,False
2346,1357,2,2024-04-12,1,False
2347,1357,2,2024-04-19,1,False
2348,1357,2,2024-04-26,2,False
2349,1357,2,2024-05-03,3,False
2350,1357,2,2024-05-10,3,False
2351,1357,2,2024-05-17,3,False
2352,1357,2,2024-05-24,1,False
2353,1357,2,2024-05-31,3,False
2354,1119,5,2024-03-08,3,False
2355,1119,5,2024-03-15,3,False
2356,1119,5,2024-03-22,1,False
2357,1119,5,2024-03-29,2,False
2358,1119,5,2024-04-05,3,False
2359,1119,5,2024-04-12,3,True
2360,1119,5,2024-04-19,1,False
2361,1119,5,2024-04-26,3,False
2362,1119,5,2024-05-03,1,False
2363,1119,5,2024-05-10,3,False
2364,1119,5,2024-05-17,2,False
2365,1119,5,2024-05-24,3,False
2366,1119,5,2024-05-31,1,False
2367,1395,2,2024-03-08,2,False
2368,1395,2,2024-03-15,2,False
2369,1395,2,2024-03-22,3,False
2370,1395,2,2024-03-29,3,False
2371,1395,2,2024-04-05,1,False
2372,1395,2,2024-04-12,1,False
2373,1395,2,2024-04-19,1,False
2374,1395,2,2024-04-26,3,False
2375,1395,2,2024-05-03,1,False
2376,1395,2,2024-05-10,1,False
2377,1395,2,2024-05-17,1,False
2378,1395,2,2024-05-24,2,False
2379,1395,2,2024-05-31,1,False
2380,1021,5,2024-03-08,1,False
2381,1021,5,2024-03-15,2,True
2382,1021,5,2024-03-22,1,False
2383,1021,5,2024-03-29,1,False
2384,1021,5,2024-04-05,1,False
2385,1021,5,2024-04-12,1,False
2386,1021,5,2024-04-19,3,False
2387,1021,5,2024-04-26,3,False
2388,1021,5,2024-05-03,2,False
2389,1021,5,2024-05-10,2,False
2390,1021,5,2024-05-17,1,False
2391,1021,5,2024-05-24,1,False
2392,1021,5,2024-05-31,1,False
2393,1360,5,2024-03-08,2,False
2394,1360,5,2024-03-15,2,False
2395,1360,5,2024-03-22,2,False
2396,1360,5,2024-03-29,2,False
2397,1360,5,2024-04-05,2,False
2398,1360,5,2024-04-12,3,False
2399,1360,5,2024-04-19,3,False
2400,1360,5,2024-04-26,2,False
2401,1360,5,2024-05-03,2,False
2402,1360,5,2024-05-10,2,False
2403,1360,5,2024-05-17,2,False
2404,1360,5,2024-05-24,2,False
2405,1360,5,2024-05-31,2,False
2406,1293,5,2024-03-08,1,False
2407,1293,5,2024-03-15,1,False
2408,1293,5,2024-03-22,2,False
2409,1293,5,2024-03-29,2,False
2410,1293,5,2024-04-05,3,False
2411,1293,5,2024-04-12,2,False
2412,1293,5,2024-04-19,1,False
2413,1293,5,2024-04-26,3,False
2414,1293,5,2024-05-03,1,False
2415,1293,5,2024-05-10,2,False
2416,1293,5,2024-05-17,3,False
2417,1293,5,2024-05-24,3,True
2418,1293,5,2024-05-31,2,False
2419,1312,3,2024-03-08,3,False
2420,1312,3,2024-03-15,1,False
2421,1312,3,2024-03-22,3,False
2422,1312,3,2024-03-29,3,False
2423,1312,3,2024-04-05,3,False
2424,1312,3,2024-04-12,1,False
2425,1312,3,2024-04-19,3,True
2426,1312,3,2024-04-26,4,True
2427,1312,3,2024-05-03,2,False
2428,1312,3,2024-05-10,2,False
2429,1312,3,2024-05-17,1,False
2430,1312,3,2024-05-24,2,False
2431,1312,3,2024-05-31,1,False
2432,1187,2,2024-03-08,3,False
2433,1187,2,2024-03-15,2,False
2434,1187,2,2024-03-22,1,False
2435,1187,2,2024-03-29,3,True
2436,1187,2,2024-04-05,3,False
2437,1187,2,2024-04-12,1,False
2438,1187,2,2024-04-19,3,False
2439,1187,2,2024-04-26,5,True
2440,1187,2,2024-05-03,3,False
2441,1187,2,2024-05-10,2,False
2442,1187,2,2024-05-17,1,False
2443,1187,2,2024-05-24,1,False
2444,1187,2,2024-05-31,1,False
2445,1575,1,2024-03-08,1,False
2446,1575,1,2024-03-15,1,False
2447,1575,1,2024-03-22,3,False
2448,1575,1,2024-03-29,2,False
2449,1575,1,2024-04-05,1,False
2450,1575,1,2024-04-12,1,False
2451,1575,1,2024-04-19,4,True
2452,1575,1,2024-04-26,3,False
2453,1575,1,2024-05-03,1,False
2454,1575,1,2024-05-10,2,False
2455,1575,1,2024-05-17,3,False
2456,1575,1,2024-05-24,1,False
2457,1575,1,2024-05-31,3,False
2458,1202,1,2024-03-08,1,False
2459,1202,1,2024-03-15,3,False
2460,1202,1,2024-03-22,2,False
2461,1202,1,2024-03-29,4,True
2462,1202,1,2024-04-05,3,False
2463,1202,1,2024-04-12,3,True
2464,1202,1,2024-04-19,2,False
2465,1202,1,2024-04-26,3,False
2466,1202,1,2024-05-03,2,False
2467,1202,1,2024-05-10,3,False
2468,1202,1,2024-05-17,3,False
2469,1202,1,2024-05-24,3,False
2470,1202,1,2024-05-31,2,True
2471,1367,3,2024-03-08,2,False
2472,1367,3,2024-03-15,1,False
2473,1367,3,2024-03-22,1,False
2474,1367,3,2024-03-29,4,True
2475,1367,3,2024-04-05,1,False
2476,1367,3,2024-04-12,2,False
