attendance_id,student_id,date,status
4317,1398,2024-04-11,Present
4318,1398,2024-04-12,Present
4319,1398,2024-04-15,Present
4320,1398,2024-04-16,Present
4321,1398,2024-04-17,Present
4322,1398,2024-04-18,Present
4323,1398,2024-04-19,Present
4324,1398,2024-04-22,Present
4325,1398,2024-04-23,Absent
4326,1398,2024-04-24,Present
4327,1398,2024-04-25,Present
4328,1398,2024-04-26,Present
4329,1398,2024-04-29,Present
4330,1398,2024-04-30,Present
4331,1398,2024-05-01,Present
4332,1398,2024-05-02,Present
4333,1398,2024-05-03,Present
4334,1398,2024-05-06,Present
4335,1398,2024-05-07,Present
4336,1398,2024-05-08,Absent
4337,1398,2024-05-09,Present
4338,1398,2024-05-10,Present
4339,1398,2024-05-13,Present
4340,1398,2024-05-14,Present
4341,1398,2024-05-15,Present
4342,1398,2024-05-16,Present
4343,1398,2024-05-17,Present
4344,1398,2024-05-20,Present
4345,1398,2024-05-21,Present
4346,1398,2024-05-22,Present
4347,1398,2024-05-23,Absent
4348,1398,2024-05-24,Present
4349,1398,2024-05-27,Present
4350,1398,2024-05-28,Present
4351,1398,2024-05-29,Present
4352,1398,2024-05-30,Present
4353,1398,2024-05-31,Present
4354,1398,2024-06-03,Present
4355,1398,2024-06-04,Present
4356,1016,2024-03-06,Present
4357,1016,2024-03-07,Present
4358,1016,2024-03-08,Present
4359,1016,2024-03-11,Present
4360,1016,2024-03-12,Present
4361,1016,2024-03-13,Present
4362,1016,2024-03-14,Present
4363,1016,2024-03-15,Present
4364,1016,2024-03-18,Present
4365,1016,2024-03-19,Present
4366,1016,2024-03-20,Present
4367,1016,2024-03-21,Present
4368,1016,2024-03-22,Present
4369,1016,2024-03-25,Absent
4370,1016,2024-03-26,Present
4371,1016,2024-03-27,Present
4372,1016,2024-03-28,Present
4373,1016,2024-03-29,Present
4374,1016,2024-04-01,Present
4375,1016,2024-04-02,Absent
4376,1016,2024-04-03,Absent
4377,1016,2024-04-04,Absent
4378,1016,2024-04-05,Absent
4379,1016,2024-04-08,Absent
4380,1016,2024-04-09,Present
4381,1016,2024-04-10,Present
4382,1016,2024-04-11,Present
4383,1016,2024-04-12,Present
4384,1016,2024-04-15,Present
4385,1016,2024-04-16,Present
4386,1016,2024-04-17,Present
4387,1016,2024-04-18,Present
4388,1016,2024-04-19,Present
4389,1016,2024-04-22,Present
4390,1016,2024-04-23,Present
4391,1016,2024-04-24,Present
4392,1016,2024-04-25,Present
4393,1016,2024-04-26,Present
4394,1016,2024-04-29,Present
4395,1016,2024-04-30,Present
4396,1016,2024-05-01,Present
4397,1016,2024-05-02,Present
4398,1016,2024-05-03,Present
4399,1016,2024-05-06,Present
4400,1016,2024-05-07,Present
4401,1016,2024-05-08,Present
4402,1016,2024-05-09,Absent
4403,1016,2024-05-10,Absent
4404,1016,2024-05-13,Present
4405,1016,2024-05-14,Present
4406,1016,2024-05-15,Present
4407,1016,2024-05-16,Present
4408,1016,2024-05-17,Absent
4409,1016,2024-05-20,Present
4410,1016,2024-05-21,Present
4411,1016,2024-05-22,Present
4412,1016,2024-05-23,Present
4413,1016,2024-05-24,Absent
4414,1016,2024-05-27,Present
4415,1016,2024-05-28,Present
4416,1016,2024-05-29,Present
4417,1016,2024-05-30,Present
4418,1016,2024-05-31,Present
4419,1016,2024-06-03,Absent
4420,1016,2024-06-04,Absent
4421,1300,2024-03-06,Present
4422,1300,2024-03-07,Present
4423,1300,2024-03-08,Present
4424,1300,2024-03-11,Absent
4425,1300,2024-03-12,Present
4426,1300,2024-03-13,Present
4427,1300,2024-03-14,Present
4428,1300,2024-03-15,Present
4429,1300,2024-03-18,Present
4430,1300,2024-03-19,Present
4431,1300,2024-03-20,Present
4432,1300,2024-03-21,Present
4433,1300,2024-03-22,Present
4434,1300,2024-03-25,Present
4435,1300,2024-03-26,Present
4436,1300,2024-03-27,Present
4437,1300,2024-03-28,Present
4438,1300,2024-03-29,Present
4439,1300,2024-04-01,Present
4440,1300,2024-04-02,Present
4441,1300,2024-04-03,Present
4442,1300,2024-04-04,Present
4443,1300,2024-04-05,Present
4444,1300,2024-04-08,Present
4445,1300,2024-04-09,Present
4446,1300,2024-04-10,Present
4447,1300,2024-04-11,Present
4448,1300,2024-04-12,Present
4449,1300,2024-04-15,Present
4450,1300,2024-04-16,Present
4451,1300,2024-04-17,Present
4452,1300,2024-04-18,Present
4453,1300,2024-04-19,Present
4454,1300,2024-04-22,Present
4455,1300,2024-04-23,Absent
4456,1300,2024-04-24,Present
4457,1300,2024-04-25,Present
4458,1300,2024-04-26,Present
4459,1300,2024-04-29,Absent
4460,1300,2024-04-30,Absent
4461,1300,2024-05-01,Present
4462,1300,2024-05-02,Present
4463,1300,2024-05-03,Absent
4464,1300,2024-05-06,Present
4465,1300,2024-05-07,Present
4466,1300,2024-05-08,Absent
4467,1300,2024-05-09,Present
4468,1300,2024-05-10,Absent
4469,1300,2024-05-13,Present
4470,1300,2024-05-14,Present
4471,1300,2024-05-15,Present
4472,1300,2024-05-16,Present
4473,1300,2024-05-17,Present
4474,1300,2024-05-20,Present
4475,1300,2024-05-21,Absent
4476,1300,2024-05-22,Present
4477,1300,2024-05-23,Present
4478,1300,2024-05-24,Present
4479,1300,2024-05-27,Present
4480,1300,2024-05-28,Present
4481,1300,2024-05-29,Absent
4482,1300,2024-05-30,Present
4483,1300,2024-05-31,Present
4484,1300,2024-06-03,Present
4485,1300,2024-06-04,Present
4486,1214,2024-03-06,Present
4487,1214,2024-03-07,Present
4488,1214,2024-03-08,Present
4489,1214,2024-03-11,Absent
4490,1214,2024-03-12,Present
4491,1214,2024-03-13,Present
4492,1214,2024-03-14,Present
4493,1214,2024-03-15,Present
4494,1214,2024-03-18,Present
4495,1214,2024-03-19,Absent
4496,1214,2024-03-20,Present
4497,1214,2024-03-21,Present
4498,1214,2024-03-22,Present
4499,1214,2024-03-25,Present
4500,1214,2024-03-26,Present
4501,1214,2024-03-27,Present
4502,1214,2024-03-28,Absent
4503,1214,2024-03-29,Present
4504,1214,2024-04-01,Present
4505,1214,2024-04-02,Present
4506,1214,2024-04-03,Present
4507,1214,2024-04-04,Absent
4508,1214,2024-04-05,Present
4509,1214,2024-04-08,Present
4510,1214,2024-04-09,Present
4511,1214,2024-04-10,Present
4512,1214,2024-04-11,Absent
4513,1214,2024-04-12,Absent
4514,1214,2024-04-15,Present
4515,1214,2024-04-16,Present
4516,1214,2024-04-17,Present
4517,1214,2024-04-18,Absent
4518,1214,2024-04-19,Present
4519,1214,2024-04-22,Present
4520,1214,2024-04-23,Present
4521,1214,2024-04-24,Present
4522,1214,2024-04-25,Absent
4523,1214,2024-04-26,Absent
4524,1214,2024-04-29,Present
4525,1214,2024-04-30,Present
4526,1214,2024-05-01,Present
4527,1214,2024-05-02,Present
4528,1214,2024-05-03,Present
4529,1214,2024-05-06,Present
4530,1214,2024-05-07,Present
4531,1214,2024-05-08,Present
4532,1214,2024-05-09,Present
4533,1214,2024-05-10,Present
4534,1214,2024-05-13,Present
4535,1214,2024-05-14,Present
4536,1214,2024-05-15,Present
4537,1214,2024-05-16,Present
4538,1214,2024-05-17,Present
4539,1214,2024-05-20,Present
4540,1214,2024-05-21,Present
4541,1214,2024-05-22,Present
4542,1214,2024-05-23,Present
4543,1214,2024-05-24,Present
4544,1214,2024-05-27,Present
4545,1214,2024-05-28,Present
4546,1214,2024-05-29,Present
4547,1214,2024-05-30,Present
4548,1214,2024-05-31,Present
4549,1214,2024-06-03,Absent
4550,1214,2024-06-04,Present
4551,1547,2024-03-06,Absent
4552,1547,2024-03-07,Present
4553,1547,2024-03-08,Present
4554,1547,2024-03-11,Present
4555,1547,2024-03-12,Present
4556,1547,2024-03-13,Present
4557,1547,2024-03-14,Present
4558,1547,2024-03-15,Present
4559,1547,2024-03-18,Present
4560,1547,2024-03-19,Present
4561,1547,2024-03-20,Present
4562,1547,2024-03-21,Absent
4563,1547,2024-03-22,Present
4564,1547,2024-03-25,Present
4565,1547,2024-03-26,Present
4566,1547,2024-03-27,Present
4567,1547,2024-03-28,Present
4568,1547,2024-03-29,Present
4569,1547,2024-04-01,Present
4570,1547,2024-04-02,Present
4571,1547,2024-04-03,Present
4572,1547,2024-04-04,Present
4573,1547,2024-04-05,Present
4574,1547,2024-04-08,Present
4575,1547,2024-04-09,Present
4576,1547,2024-04-10,Absent
4577,1547,2024-04-11,Present
4578,1547,2024-04-12,Present
4579,1547,2024-04-15,Absent
4580,1547,2024-04-16,Absent
4581,1547,2024-04-17,Present
4582,1547,2024-04-18,Present
4583,1547,2024-04-19,Present
4584,1547,2024-04-22,Present
4585,1547,2024-04-23,Present
4586,1547,2024-04-24,Present
4587,1547,2024-04-25,Present
4588,1547,2024-04-26,Absent
4589,1547,2024-04-29,Present
4590,1547,2024-04-30,Present
4591,1547,2024-05-01,Present
4592,1547,2024-05-02,Present
4593,1547,2024-05-03,Present
4594,1547,2024-05-06,Present
4595,1547,2024-05-07,Present
4596,1547,2024-05-08,Present
4597,1547,2024-05-09,Present
4598,1547,2024-05-10,Absent
4599,1547,2024-05-13,Present
4600,1547,2024-05-14,Present
4601,1547,2024-05-15,Present
4602,1547,2024-05-16,Present
4603,1547,2024-05-17,Absent
4604,1547,2024-05-20,Present
4605,1547,2024-05-21,Present
4606,1547,2024-05-22,Present
4607,1547,2024-05-23,Present
4608,1547,2024-05-24,Present
4609,1547,2024-05-27,Absent
4610,1547,2024-05-28,Present
4611,1547,2024-05-29,Absent
4612,1547,2024-05-30,Present
4613,1547,2024-05-31,Absent
4614,1547,2024-06-03,Absent
4615,1547,2024-06-04,Present
4616,1207,2024-03-06,Present
4617,1207,2024-03-07,Present
4618,1207,2024-03-08,Present
4619,1207,2024-03-11,Present
4620,1207,2024-03-12,Present
4621,1207,2024-03-13,Present
4622,1207,2024-03-14,Present
4623,1207,2024-03-15,Present
4624,1207,2024-03-18,Present
4625,1207,2024-03-19,Present
4626,1207,2024-03-20,Present
4627,1207,2024-03-21,Present
4628,1207,2024-03-22,Present
4629,1207,2024-03-25,Present
4630,1207,2024-03-26,Present
4631,1207,2024-03-27,Present
4632,1207,2024-03-28,Absent
4633,1207,2024-03-29,Present
4634,1207,2024-04-01,Present
4635,1207,2024-04-02,Present
4636,1207,2024-04-03,Absent
4637,1207,2024-04-04,Present
4638,1207,2024-04-05,Present
4639,1207,2024-04-08,Present
4640,1207,2024-04-09,Present
4641,1207,2024-04-10,Present
4642,1207,2024-04-11,Present
4643,1207,2024-04-12,Present
4644,1207,2024-04-15,Present
4645,1207,2024-04-16,Present
4646,1207,2024-04-17,Present
4647,1207,2024-04-18,Present
4648,1207,2024-04-19,Present
4649,1207,2024-04-22,Present
4650,1207,2024-04-23,Absent
4651,1207,2024-04-24,Present
4652,1207,2024-04-25,Absent
4653,1207,2024-04-26,Present
4654,1207,2024-04-29,Present
4655,1207,2024-04-30,Absent
4656,1207,2024-05-01,Present
4657,1207,2024-05-02,Present
4658,1207,2024-05-03,Present
4659,1207,2024-05-06,Present
4660,1207,2024-05-07,Present
4661,1207,2024-05-08,Present
4662,1207,2024-05-09,Absent
4663,1207,2024-05-10,Absent
4664,1207,2024-05-13,Absent
4665,1207,2024-05-14,Present
4666,1207,2024-05-15,Absent
4667,1207,2024-05-16,Present
4668,1207,2024-05-17,Present
4669,1207,2024-05-20,Present
4670,1207,2024-05-21,Absent
4671,1207,2024-05-22,Present
4672,1207,2024-05-23,Absent
4673,1207,2024-05-24,Present
4674,1207,2024-05-27,Absent
4675,1207,2024-05-28,Present
4676,1207,2024-05-29,Present
4677,1207,2024-05-30,Absent
4678,1207,2024-05-31,Present
4679,1207,2024-06-03,Present
4680,1207,2024-06-04,Absent
4681,1403,2024-03-06,Present
4682,1403,2024-03-07,Present
4683,1403,2024-03-08,Present
4684,1403,2024-03-11,Present
4685,1403,2024-03-12,Present
4686,1403,2024-03-13,Absent
4687,1403,2024-03-14,Present
4688,1403,2024-03-15,Present
4689,1403,2024-03-18,Absent
4690,1403,2024-03-19,Present
4691,1403,2024-03-20,Present
4692,1403,2024-03-21,Present
4693,1403,2024-03-22,Present
4694,1403,2024-03-25,Present
4695,1403,2024-03-26,Present
4696,1403,2024-03-27,Present
4697,1403,2024-03-28,Present
4698,1403,2024-03-29,Absent
4699,1403,2024-04-01,Present
4700,1403,2024-04-02,Present
4701,1403,2024-04-03,Absent
4702,1403,2024-04-04,Absent
4703,1403,2024-04-05,Present
4704,1403,2024-04-08,Present
4705,1403,2024-04-09,Present
4706,1403,2024-04-10,Present
4707,1403,2024-04-11,Absent
4708,1403,2024-04-12,Present
4709,1403,2024-04-15,Present
4710,1403,2024-04-16,Present
4711,1403,2024-04-17,Present
4712,1403,2024-04-18,Present
4713,1403,2024-04-19,Present
4714,1403,2024-04-22,Absent
4715,1403,2024-04-23,Present
4716,1403,2024-04-24,Absent
4717,1403,2024-04-25,Present
4718,1403,2024-04-26,Present
4719,1403,2024-04-29,Present
4720,1403,2024-04-30,Present
4721,1403,2024-05-01,Present
4722,1403,2024-05-02,Present
4723,1403,2024-05-03,Present
4724,1403,2024-05-06,Present
4725,1403,2024-05-07,Present
4726,1403,2024-05-08,Present
4727,1403,2024-05-09,Present
4728,1403,2024-05-10,Present
4729,1403,2024-05-13,Absent
4730,1403,2024-05-14,Present
4731,1403,2024-05-15,Present
4732,1403,2024-05-16,Absent
4733,1403,2024-05-17,Absent
4734,1403,2024-05-20,Present
4735,1403,2024-05-21,Present
4736,1403,2024-05-22,Present
4737,1403,2024-05-23,Absent
4738,1403,2024-05-24,Absent
4739,1403,2024-05-27,Present
4740,1403,2024-05-28,Present
4741,1403,2024-05-29,Present
4742,1403,2024-05-30,Present
4743,1403,2024-05-31,Present
4744,1403,2024-06-03,Present
4745,1403,2024-06-04,Present
4746,1019,2024-03-06,Present
4747,1019,2024-03-07,Absent
4748,1019,2024-03-08,Present
4749,1019,2024-03-11,Present
4750,1019,2024-03-12,Absent
4751,1019,2024-03-13,Present
4752,1019,2024-03-14,Present
4753,1019,2024-03-15,Present
4754,1019,2024-03-18,Present
4755,1019,2024-03-19,Present
4756,1019,2024-03-20,Present
4757,1019,2024-03-21,Present
4758,1019,2024-03-22,Present
4759,1019,2024-03-25,Present
4760,1019,2024-03-26,Absent
4761,1019,2024-03-27,Present
4762,1019,2024-03-28,Present
4763,1019,2024-03-29,Present
4764,1019,2024-04-01,Present
4765,1019,2024-04-02,Absent
4766,1019,2024-04-03,Absent
4767,1019,2024-04-04,Present
4768,1019,2024-04-05,Present
4769,1019,2024-04-08,Present
4770,1019,2024-04-09,Present
4771,1019,2024-04-10,Absent
4772,1019,2024-04-11,Absent
4773,1019,2024-04-12,Present
4774,1019,2024-04-15,Present
4775,1019,2024-04-16,Present
4776,1019,2024-04-17,Absent
4777,1019,2024-04-18,Present
4778,1019,2024-04-19,Present
4779,1019,2024-04-22,Present
4780,1019,2024-04-23,Absent
4781,1019,2024-04-24,Present
4782,1019,2024-04-25,Present
4783,1019,2024-04-26,Present
4784,1019,2024-04-29,Present
4785,1019,2024-04-30,Present
4786,1019,2024-05-01,Absent
4787,1019,2024-05-02,Absent
4788,1019,2024-05-03,Present
4789,1019,2024-05-06,Present
4790,1019,2024-05-07,Present
4791,1019,2024-05-08,Present
4792,1019,2024-05-09,Present
4793,1019,2024-05-10,Present
4794,1019,2024-05-13,Present
4795,1019,2024-05-14,Absent
4796,1019,2024-05-15,Present
4797,1019,2024-05-16,Present
4798,1019,2024-05-17,Present
4799,1019,2024-05-20,Present
4800,1019,2024-05-21,Present
4801,1019,2024-05-22,Present
4802,1019,2024-05-23,Present
4803,1019,2024-05-24,Present
4804,1019,2024-05-27,Present
4805,1019,2024-05-28,Present
4806,1019,2024-05-29,Present
4807,1019,2024-05-30,Absent
4808,1019,2024-05-31,Absent
4809,1019,2024-06-03,Absent
4810,1019,2024-06-04,Present
4811,1158,2024-03-06,Present
4812,1158,2024-03-07,Present
4813,1158,2024-03-08,Present
4814,1158,2024-03-11,Present
4815,1158,2024-03-12,Present
4816,1158,2024-03-13,Present
4817,1158,2024-03-14,Absent
4818,1158,2024-03-15,Present
4819,1158,2024-03-18,Absent
4820,1158,2024-03-19,Present
4821,1158,2024-03-20,Present
4822,1158,2024-03-21,Present
4823,1158,2024-03-22,Present
4824,1158,2024-03-25,Present
4825,1158,2024-03-26,Present
4826,1158,2024-03-27,Present
4827,1158,2024-03-28,Absent
4828,1158,2024-03-29,Present
4829,1158,2024-04-01,Absent
4830,1158,2024-04-02,Present
4831,1158,2024-04-03,Present
4832,1158,2024-04-04,Present
4833,1158,2024-04-05,Present
4834,1158,2024-04-08,Absent
4835,1158,2024-04-09,Present
4836,1158,2024-04-10,Present
4837,1158,2024-04-11,Present
4838,1158,2024-04-12,Present
4839,1158,2024-04-15,Present
4840,1158,2024-04-16,Present
4841,1158,2024-04-17,Present
4842,1158,2024-04-18,Present
4843,1158,2024-04-19,Present
4844,1158,2024-04-22,Present
4845,1158,2024-04-23,Present
4846,1158,2024-04-24,Present
4847,1158,2024-04-25,Present
4848,1158,2024-04-26,Present
4849,1158,2024-04-29,Present
4850,1158,2024-04-30,Absent
4851,1158,2024-05-01,Absent
4852,1158,2024-05-02,Absent
4853,1158,2024-05-03,Absent
4854,1158,2024-05-06,Present
4855,1158,2024-05-07,Present
4856,1158,2024-05-08,Present
4857,1158,2024-05-09,Present
4858,1158,2024-05-10,Present
4859,1158,2024-05-13,Present
4860,1158,2024-05-14,Present
4861,1158,2024-05-15,Present
4862,1158,2024-05-16,Present
4863,1158,2024-05-17,Present
4864,1158,2024-05-20,Absent
4865,1158,2024-05-21,Present
4866,1158,2024-05-22,Present
4867,1158,2024-05-23,Present
4868,1158,2024-05-24,Present
4869,1158,2024-05-27,Present
4870,1158,2024-05-28,Present
4871,1158,2024-05-29,Present
4872,1158,2024-05-30,Present
4873,1158,2024-05-31,Present
4874,1158,2024-06-03,Present
4875,1158,2024-06-04,Absent
4876,1523,2024-03-06,Absent
4877,1523,2024-03-07,Present
4878,1523,2024-03-08,Present
4879,1523,2024-03-11,Present
4880,1523,2024-03-12,Present
4881,1523,2024-03-13,Present
4882,1523,2024-03-14,Present
4883,1523,2024-03-15,Absent
4884,1523,2024-03-18,Absent
4885,1523,2024-03-19,Absent
4886,1523,2024-03-20,Present
4887,1523,2024-03-21,Present
4888,1523,2024-03-22,Present
4889,1523,2024-03-25,Present
4890,1523,2024-03-26,Present
4891,1523,2024-03-27,Present
4892,1523,2024-03-28,Absent
4893,1523,2024-03-29,Present
4894,1523,2024-04-01,Present
4895,1523,2024-04-02,Absent
4896,1523,2024-04-03,Present
4897,1523,2024-04-04,Present
4898,1523,2024-04-05,Present
4899,1523,2024-04-08,Present
4900,1523,2024-04-09,Present
4901,1523,2024-04-10,Absent
4902,1523,2024-04-11,Present
4903,1523,2024-04-12,Absent
4904,1523,2024-04-15,Present
4905,1523,2024-04-16,Present
4906,1523,2024-04-17,Absent
4907,1523,2024-04-18,Present
4908,1523,2024-04-19,Present
4909,1523,2024-04-22,Present
4910,1523,2024-04-23,Present
4911,1523,2024-04-24,Present
4912,1523,2024-04-25,Present
4913,1523,2024-04-26,Present
4914,1523,2024-04-29,Present
4915,1523,2024-04-30,Absent
4916,1523,2024-05-01,Present
4917,1523,2024-05-02,Present
4918,1523,2024-05-03,Present
4919,1523,2024-05-06,Absent
4920,1523,2024-05-07,Present
4921,1523,2024-05-08,Present
4922,1523,2024-05-09,Absent
4923,1523,2024-05-10,Present
4924,1523,2024-05-13,Present
4925,1523,2024-05-14,Present
4926,1523,2024-05-15,Present
4927,1523,2024-05-16,Present
4928,1523,2024-05-17,Absent
4929,1523,2024-05-20,Present
4930,1523,2024-05-21,Present
4931,1523,2024-05-22,Present
4932,1523,2024-05-23,Absent
4933,1523,2024-05-24,Absent
4934,1523,2024-05-27,Present
4935,1523,2024-05-28,Absent
4936,1523,2024-05-29,Present
4937,1523,2024-05-30,Absent
4938,1523,2024-05-31,Present
4939,1523,2024-06-03,Absent
4940,1523,2024-06-04,Present
4941,1105,2024-03-06,Present
4942,1105,2024-03-07,Absent
4943,1105,2024-03-08,Present
4944,1105,2024-03-11,Present
4945,1105,2024-03-12,Absent
4946,1105,2024-03-13,Present
4947,1105,2024-03-14,Present
4948,1105,2024-03-15,Present
4949,1105,2024-03-18,Absent
4950,1105,2024-03-19,Absent
4951,1105,2024-03-20,Absent
4952,1105,2024-03-21,Present
4953,1105,2024-03-22,Present
4954,1105,2024-03-25,Present
4955,1105,2024-03-26,Present
4956,1105,2024-03-27,Present
4957,1105,2024-03-28,Absent
4958,1105,2024-03-29,Present
4959,1105,2024-04-01,Present
4960,1105,2024-04-02,Present
4961,1105,2024-04-03,Present
4962,1105,2024-04-04,Present
4963,1105,2024-04-05,Absent
4964,1105,2024-04-08,Present
4965,1105,2024-04-09,Present
4966,1105,2024-04-10,Absent
4967,1105,2024-04-11,Present
4968,1105,2024-04-12,Present
4969,1105,2024-04-15,Present
4970,1105,2024-04-16,Present
4971,1105,2024-04-17,Present
4972,1105,2024-04-18,Present
4973,1105,2024-04-19,Present
4974,1105,2024-04-22,Present
4975,1105,2024-04-23,Present
4976,1105,2024-04-24,Present
4977,1105,2024-04-25,Present
4978,1105,2024-04-26,Present
4979,1105,2024-04-29,Absent
4980,1105,2024-04-30,Present
4981,1105,2024-05-01,Present
4982,1105,2024-05-02,Present
4983,1105,2024-05-03,Present
4984,1105,2024-05-06,Present
4985,1105,2024-05-07,Present
4986,1105,2024-05-08,Present
4987,1105,2024-05-09,Present
4988,1105,2024-05-10,Present
4989,1105,2024-05-13,Present
4990,1105,2024-05-14,Absent
4991,1105,2024-05-15,Present
4992,1105,2024-05-16,Present
4993,1105,2024-05-17,Present
4994,1105,2024-05-20,Present
4995,1105,2024-05-21,Absent
4996,1105,2024-05-22,Present
4997,1105,2024-05-23,Present
4998,1105,2024-05-24,Absent
4999,1105,2024-05-27,Absent
5000,1105,2024-05-28,Present
5001,1105,2024-05-29,Absent
5002,1105,2024-05-30,Present
5003,1105,2024-05-31,Present
5004,1105,2024-06-03,Present
5005,1105,2024-06-04,Present
5006,1423,2024-03-06,Present
5007,1423,2024-03-07,Present
5008,1423,2024-03-08,Present
5009,1423,2024-03-11,Present
5010,1423,2024-03-12,Present
5011,1423,2024-03-13,Present
5012,1423,2024-03-14,Present
5013,1423,2024-03-15,Present
5014,1423,2024-03-18,Absent
5015,1423,2024-03-19,Present
5016,1423,2024-03-20,Present
5017,1423,2024-03-21,Present
5018,1423,2024-03-22,Present
5019,1423,2024-03-25,Present
5020,1423,2024-03-26,Present
5021,1423,2024-03-27,Present
5022,1423,2024-03-28,Absent
5023,1423,2024-03-29,Present
5024,1423,2024-04-01,Present
5025,1423,2024-04-02,Present
5026,1423,2024-04-03,Absent
5027,1423,2024-04-04,Present
5028,1423,2024-04-05,Present
5029,1423,2024-04-08,Present
5030,1423,2024-04-09,Present
5031,1423,2024-04-10,Absent
5032,1423,2024-04-11,Present
5033,1423,2024-04-12,Present
5034,1423,2024-04-15,Present
5035,1423,2024-04-16,Present
5036,1423,2024-04-17,Absent
5037,1423,2024-04-18,Absent
5038,1423,2024-04-19,Present
5039,1423,2024-04-22,Absent
5040,1423,2024-04-23,Present
5041,1423,2024-04-24,Present
5042,1423,2024-04-25,Present
5043,1423,2024-04-26,Present
5044,1423,2024-04-29,Present
5045,1423,2024-04-30,Absent
5046,1423,2024-05-01,Present
5047,1423,2024-05-02,Present
5048,1423,2024-05-03,Present
5049,1423,2024-05-06,Present
5050,1423,2024-05-07,Absent
5051,1423,2024-05-08,Present
5052,1423,2024-05-09,Present
5053,1423,2024-05-10,Present
5054,1423,2024-05-13,Absent
5055,1423,2024-05-14,Present
5056,1423,2024-05-15,Present
5057,1423,2024-05-16,Present
5058,1423,2024-05-17,Present
5059,1423,2024-05-20,Present
5060,1423,2024-05-21,Present
5061,1423,2024-05-22,Present
5062,1423,2024-05-23,Present
5063,1423,2024-05-24,Present
5064,1423,2024-05-27,Present
5065,1423,2024-05-28,Absent
5066,1423,2024-05-29,Present
5067,1423,2024-05-30,Present
5068,1423,2024-05-31,Present
5069,1423,2024-06-03,Present
5070,1423,2024-06-04,Present
5071,1349,2024-03-06,Present
5072,1349,2024-03-07,Present
5073,1349,2024-03-08,Present
5074,1349,2024-03-11,Present
5075,1349,2024-03-12,Present
5076,1349,2024-03-13,Absent
5077,1349,2024-03-14,Present
5078,1349,2024-03-15,Absent
5079,1349,2024-03-18,Present
5080,1349,2024-03-19,Present
5081,1349,2024-03-20,Present
5082,1349,2024-03-21,Present
5083,1349,2024-03-22,Present
5084,1349,2024-03-25,Absent
5085,1349,2024-03-26,Present
5086,1349,2024-03-27,Present
5087,1349,2024-03-28,Present
5088,1349,2024-03-29,Present
5089,1349,2024-04-01,Present
5090,1349,2024-04-02,Present
5091,1349,2024-04-03,Present
5092,1349,2024-04-04,Present
5093,1349,2024-04-05,Present
5094,1349,2024-04-08,Absent
5095,1349,2024-04-09,Present
5096,1349,2024-04-10,Present
5097,1349,2024-04-11,Absent
5098,1349,2024-04-12,Present
5099,1349,2024-04-15,Present
5100,1349,2024-04-16,Present
5101,1349,2024-04-17,Present
5102,1349,2024-04-18,Present
5103,1349,2024-04-19,Present
5104,1349,2024-04-22,Present
5105,1349,2024-04-23,Present
5106,1349,2024-04-24,Present
5107,1349,2024-04-25,Present
5108,1349,2024-04-26,Absent
5109,1349,2024-04-29,Present
5110,1349,2024-04-30,Present
5111,1349,2024-05-01,Present
5112,1349,2024-05-02,Absent
5113,1349,2024-05-03,Present
5114,1349,2024-05-06,Absent
5115,1349,2024-05-07,Present
5116,1349,2024-05-08,Absent
5117,1349,2024-05-09,Present
5118,1349,2024-05-10,Present
5119,1349,2024-05-13,Present
5120,1349,2024-05-14,Present
5121,1349,2024-05-15,Present
5122,1349,2024-05-16,Present
5123,1349,2024-05-17,Present
5124,1349,2024-05-20,Present
5125,1349,2024-05-21,Present
5126,1349,2024-05-22,Present
5127,1349,2024-05-23,Present
5128,1349,2024-05-24,Present
5129,1349,2024-05-27,Present
5130,1349,2024-05-28,Absent
5131,1349,2024-05-29,Absent
5132,1349,2024-05-30,Absent
5133,1349,2024-05-31,Present
5134,1349,2024-06-03,Present
5135,1349,2024-06-04,Absent
5136,1588,2024-03-06,Present
5137,1588,2024-03-07,Present
5138,1588,2024-03-08,Present
5139,1588,2024-03-11,Absent
5140,1588,2024-03-12,Absent
5141,1588,2024-03-13,Present
5142,1588,2024-03-14,Present
5143,1588,2024-03-15,Present
5144,1588,2024-03-18,Present
5145,1588,2024-03-19,Absent
5146,1588,2024-03-20,Present
5147,1588,2024-03-21,Present
5148,1588,2024-03-22,Absent
5149,1588,2024-03-25,Present
5150,1588,2024-03-26,Present
5151,1588,2024-03-27,Present
5152,1588,2024-03-28,Present
5153,1588,2024-03-29,Present
5154,1588,2024-04-01,Present
5155,1588,2024-04-02,Absent
5156,1588,2024-04-03,Present
5157,1588,2024-04-04,Present
5158,1588,2024-04-05,Absent
5159,1588,2024-04-08,Absent
5160,1588,2024-04-09,Present
5161,1588,2024-04-10,Absent
5162,1588,2024-04-11,Present
5163,1588,2024-04-12,Present
5164,1588,2024-04-15,Present
5165,1588,2024-04-16,Present
5166,1588,2024-04-17,Absent
5167,1588,2024-04-18,Present
5168,1588,2024-04-19,Present
5169,1588,2024-04-22,Present
5170,1588,2024-04-23,Present
5171,1588,2024-04-24,Present
5172,1588,2024-04-25,Present
5173,1588,2024-04-26,Present
5174,1588,2024-04-29,Present
5175,1588,2024-04-30,Present
5176,1588,2024-05-01,Present
5177,1588,2024-05-02,Present
5178,1588,2024-05-03,Present
5179,1588,2024-05-06,Present
