grade_id,student_id,subject_id,first_test,second_test,exam,total_score,grade,academic_year,term,created_at
1483,1324,13,2,3,40,45,D,2024,First Term,2024-10-08 16:49:58
1484,1324,14,0,5,14,19,F,2024,First Term,2024-10-08 16:49:58
1485,1324,15,0,0,26,26,F,2024,First Term,2024-10-08 16:49:58
1486,1324,16,15,12,45,72,A,2024,First Term,2024-10-08 16:49:58
1487,1324,17,11,11,46,68,B,2024,First Term,2024-10-08 16:49:58
1488,1324,18,2,4,12,18,F,2024,First Term,2024-10-08 16:49:58
1489,1324,19,2,2,18,22,F,2024,First Term,2024-10-08 16:49:58
1490,1324,20,2,1,35,38,F,2024,First Term,2024-10-08 16:49:58
1491,1459,11,1,3,10,14,F,2024,First Term,2024-10-08 16:49:58
1492,1459,12,3,0,16,19,F,2024,First Term,2024-10-08 16:49:58
1493,1459,13,14,12,73,99,A,2024,First Term,2024-10-08 16:49:58
1494,1459,14,14,12,55,81,A,2024,First Term,2024-10-08 16:49:58
1495,1459,15,4,1,36,41,D,2024,First Term,2024-10-08 16:49:58
1496,1459,16,11,14,20,45,D,2024,First Term,2024-10-08 16:49:58
1497,1459,17,3,5,10,18,F,2024,First Term,2024-10-08 16:49:58
1498,1459,18,2,1,14,17,F,2024,First Term,2024-10-08 16:49:58
1499,1459,19,2,2,28,32,F,2024,First Term,2024-10-08 16:49:58
1500,1459,20,12,13,47,72,A,2024,First Term,2024-10-08 16:49:58
1501,1176,1,1,2,12,15,F,2024,First Term,2024-10-08 16:49:58
1502,1176,2,4,5,3,12,F,2024,First Term,2024-10-08 16:49:58
1503,1176,3,15,14,41,70,A,2024,First Term,2024-10-08 16:49:58
1504,1176,4,4,0,35,39,F,2024,First Term,2024-10-08 16:49:58
1505,1176,5,2,4,17,23,F,2024,First Term,2024-10-08 16:49:58
1506,1176,6,11,10,75,96,A,2024,First Term,2024-10-08 16:49:58
1507,1176,7,0,5,22,27,F,2024,First Term,2024-10-08 16:49:58
1508,1176,8,3,3,2,8,F,2024,First Term,2024-10-08 16:49:58
1509,1176,9,11,12,77,100,A,2024,First Term,2024-10-08 16:49:58
1510,1176,10,0,1,2,3,F,2024,First Term,2024-10-08 16:49:58
1511,1384,11,0,1,15,16,F,2024,First Term,2024-10-08 16:49:58
1512,1384,12,14,14,54,82,A,2024,First Term,2024-10-08 16:49:58
1513,1384,13,4,4,7,15,F,2024,First Term,2024-10-08 16:49:58
1514,1384,14,3,5,38,46,D,2024,First Term,2024-10-08 16:49:58
1515,1384,15,4,0,4,8,F,2024,First Term,2024-10-08 16:49:58
1516,1384,16,2,3,0,5,F,2024,First Term,2024-10-08 16:49:58
1517,1384,17,1,5,27,33,F,2024,First Term,2024-10-08 16:49:58
1518,1384,18,5,2,20,27,F,2024,First Term,2024-10-08 16:49:58
1519,1384,19,4,1,30,35,F,2024,First Term,2024-10-08 16:49:58
1520,1384,20,15,15,20,50,C,2024,First Term,2024-10-08 16:49:58
1521,1420,11,5,1,24,30,F,2024,First Term,2024-10-08 16:49:58
1522,1420,12,12,15,23,50,C,2024,First Term,2024-10-08 16:49:58
1523,1420,13,10,10,21,41,D,2024,First Term,2024-10-08 16:49:58
1524,1420,14,1,0,12,13,F,2024,First Term,2024-10-08 16:49:58
1525,1420,15,5,3,33,41,D,2024,First Term,2024-10-08 16:49:58
1526,1420,16,1,2,25,28,F,2024,First Term,2024-10-08 16:49:58
1527,1420,17,4,4,1,9,F,2024,First Term,2024-10-08 16:49:58
1528,1420,18,2,0,21,23,F,2024,First Term,2024-10-08 16:49:58
1529,1420,19,0,4,40,44,D,2024,First Term,2024-10-08 16:49:58
1530,1420,20,2,3,1,6,F,2024,First Term,2024-10-08 16:49:58
1531,1388,11,3,3,20,26,F,2024,First Term,2024-10-08 16:49:58
1532,1388,12,1,3,3,7,F,2024,First Term,2024-10-08 16:49:58
1533,1388,13,3,5,24,32,F,2024,First Term,2024-10-08 16:49:58
1534,1388,14,5,3,29,37,F,2024,First Term,2024-10-08 16:49:58
1535,1388,15,4,1,25,30,F,2024,First Term,2024-10-08 16:49:58
1536,1388,16,1,4,13,18,F,2024,First Term,2024-10-08 16:49:58
1537,1388,17,1,2,21,24,F,2024,First Term,2024-10-08 16:49:58
1538,1388,18,12,10,78,100,A,2024,First Term,2024-10-08 16:49:58
1539,1388,19,12,11,57,80,A,2024,First Term,2024-10-08 16:49:58
1540,1388,20,4,0,35,39,F,2024,First Term,2024-10-08 16:49:58
1541,1339,11,1,5,3,9,F,2024,First Term,2024-10-08 16:49:58
1542,1339,12,15,12,53,80,A,2024,First Term,2024-10-08 16:49:58
1543,1339,13,4,4,39,47,D,2024,First Term,2024-10-08 16:49:58
1544,1339,14,12,12,32,56,C,2024,First Term,2024-10-08 16:49:58
1545,1339,15,2,0,34,36,F,2024,First Term,2024-10-08 16:49:58
1546,1339,16,1,3,12,16,F,2024,First Term,2024-10-08 16:49:58
1547,1339,17,0,4,38,42,D,2024,First Term,2024-10-08 16:49:58
1548,1339,18,5,5,38,48,D,2024,First Term,2024-10-08 16:49:58
1549,1339,19,5,2,25,32,F,2024,First Term,2024-10-08 16:49:58
1550,1339,20,11,15,55,81,A,2024,First Term,2024-10-08 16:49:58
1551,1174,1,5,5,38,48,D,2024,First Term,2024-10-08 16:49:58
1552,1174,2,2,1,25,28,F,2024,First Term,2024-10-08 16:49:58
1553,1174,3,4,1,4,9,F,2024,First Term,2024-10-08 16:49:58
1554,1174,4,12,12,33,57,C,2024,First Term,2024-10-08 16:49:58
1555,1174,5,2,3,36,41,D,2024,First Term,2024-10-08 16:49:58
1556,1174,6,3,1,5,9,F,2024,First Term,2024-10-08 16:49:58
1557,1174,7,0,2,10,12,F,2024,First Term,2024-10-08 16:49:58
1558,1174,8,3,3,34,40,D,2024,First Term,2024-10-08 16:49:58
1559,1174,9,4,2,0,6,F,2024,First Term,2024-10-08 16:49:58
1560,1174,10,1,0,27,28,F,2024,First Term,2024-10-08 16:49:58
1561,1586,11,4,3,28,35,F,2024,First Term,2024-10-08 16:49:58
1562,1586,12,0,3,3,6,F,2024,First Term,2024-10-08 16:49:58
1563,1586,13,1,4,17,22,F,2024,First Term,2024-10-08 16:49:58
1564,1586,14,13,14,53,80,A,2024,First Term,2024-10-08 16:49:58
1565,1586,15,0,5,39,44,D,2024,First Term,2024-10-08 16:49:58
1566,1586,16,1,5,15,21,F,2024,First Term,2024-10-08 16:49:58
1567,1586,17,4,3,0,7,F,2024,First Term,2024-10-08 16:49:58
1568,1586,18,2,0,38,40,D,2024,First Term,2024-10-08 16:49:58
1569,1586,19,0,3,28,31,F,2024,First Term,2024-10-08 16:49:58
1570,1586,20,4,4,7,15,F,2024,First Term,2024-10-08 16:49:58
1571,1379,11,3,1,5,9,F,2024,First Term,2024-10-08 16:49:58
1572,1379,12,4,0,21,25,F,2024,First Term,2024-10-08 16:49:58
1573,1379,13,3,0,30,33,F,2024,First Term,2024-10-08 16:49:58
1574,1379,14,3,5,31,39,F,2024,First Term,2024-10-08 16:49:58
1575,1379,15,10,10,76,96,A,2024,First Term,2024-10-08 16:49:58
1576,1379,16,4,0,29,33,F,2024,First Term,2024-10-08 16:49:58
1577,1379,17,10,13,75,98,A,2024,First Term,2024-10-08 16:49:58
1578,1379,18,15,14,49,78,A,2024,First Term,2024-10-08 16:49:58
1579,1379,19,5,5,26,36,F,2024,First Term,2024-10-08 16:49:58
1580,1379,20,10,14,42,66,B,2024,First Term,2024-10-08 16:49:58
1581,1074,1,4,3,15,22,F,2024,First Term,2024-10-08 16:49:58
1582,1074,2,3,1,18,22,F,2024,First Term,2024-10-08 16:49:58
1583,1074,3,12,15,35,62,B,2024,First Term,2024-10-08 16:49:58
1584,1074,4,15,14,44,73,A,2024,First Term,2024-10-08 16:49:58
1585,1074,5,15,14,52,81,A,2024,First Term,2024-10-08 16:49:58
1586,1074,6,0,3,10,13,F,2024,First Term,2024-10-08 16:49:58
1587,1074,7,4,1,29,34,F,2024,First Term,2024-10-08 16:49:58
1588,1074,8,15,13,22,50,C,2024,First Term,2024-10-08 16:49:58
1589,1074,9,10,13,46,69,B,2024,First Term,2024-10-08 16:49:58
1590,1074,10,2,1,30,33,F,2024,First Term,2024-10-08 16:49:58
1591,1562,11,0,2,38,40,D,2024,First Term,2024-10-08 16:49:58
1592,1562,12,3,2,13,18,F,2024,First Term,2024-10-08 16:49:58
1593,1562,13,12,10,31,53,C,2024,First Term,2024-10-08 16:49:58
1594,1562,14,2,3,34,39,F,2024,First Term,2024-10-08 16:49:58
1595,1562,15,5,0,8,13,F,2024,First Term,2024-10-08 16:49:58
1596,1562,16,3,4,34,41,D,2024,First Term,2024-10-08 16:49:58
1597,1562,17,3,3,12,18,F,2024,First Term,2024-10-08 16:49:58
1598,1562,18,13,11,27,51,C,2024,First Term,2024-10-08 16:49:58
1599,1562,19,11,15,25,51,C,2024,First Term,2024-10-08 16:49:58
1600,1562,20,3,5,25,33,F,2024,First Term,2024-10-08 16:49:58
1601,1051,1,1,2,21,24,F,2024,First Term,2024-10-08 16:49:58
1602,1051,2,4,0,24,28,F,2024,First Term,2024-10-08 16:49:58
1603,1051,3,1,3,24,28,F,2024,First Term,2024-10-08 16:49:58
1604,1051,4,1,2,3,6,F,2024,First Term,2024-10-08 16:49:58
1605,1051,5,1,1,1,3,F,2024,First Term,2024-10-08 16:49:58
1606,1051,6,0,3,11,14,F,2024,First Term,2024-10-08 16:49:58
1607,1051,7,12,15,35,62,B,2024,First Term,2024-10-08 16:49:58
1608,1051,8,0,1,32,33,F,2024,First Term,2024-10-08 16:49:58
1609,1051,9,4,2,39,45,D,2024,First Term,2024-10-08 16:49:58
1610,1051,10,3,4,8,15,F,2024,First Term,2024-10-08 16:49:58
1611,1452,11,4,1,12,17,F,2024,First Term,2024-10-08 16:49:58
1612,1452,12,0,0,24,24,F,2024,First Term,2024-10-08 16:49:58
1613,1452,13,5,3,25,33,F,2024,First Term,2024-10-08 16:49:58
1614,1452,14,1,4,2,7,F,2024,First Term,2024-10-08 16:49:58
1615,1452,15,5,5,2,12,F,2024,First Term,2024-10-08 16:49:58
1616,1452,16,1,4,14,19,F,2024,First Term,2024-10-08 16:49:58
1617,1452,17,4,1,36,41,D,2024,First Term,2024-10-08 16:49:58
1618,1452,18,10,15,48,73,A,2024,First Term,2024-10-08 16:49:58
1619,1452,19,5,5,12,22,F,2024,First Term,2024-10-08 16:49:58
1620,1452,20,4,4,31,39,F,2024,First Term,2024-10-08 16:49:58
1621,1161,1,2,3,4,9,F,2024,First Term,2024-10-08 16:49:58
1622,1161,2,13,14,39,66,B,2024,First Term,2024-10-08 16:49:58
1623,1161,3,0,2,24,26,F,2024,First Term,2024-10-08 16:49:58
1624,1161,4,13,13,67,93,A,2024,First Term,2024-10-08 16:49:58
1625,1161,5,4,2,38,44,D,2024,First Term,2024-10-08 16:49:58
1626,1161,6,5,5,23,33,F,2024,First Term,2024-10-08 16:49:58
1627,1161,7,14,12,61,87,A,2024,First Term,2024-10-08 16:49:58
1628,1161,8,4,0,13,17,F,2024,First Term,2024-10-08 16:49:58
1629,1161,9,14,15,38,67,B,2024,First Term,2024-10-08 16:49:58
1630,1161,10,10,11,43,64,B,2024,First Term,2024-10-08 16:49:58
1631,1386,11,5,5,20,30,F,2024,First Term,2024-10-08 16:49:58
1632,1386,12,1,4,37,42,D,2024,First Term,2024-10-08 16:49:58
1633,1386,13,12,12,36,60,B,2024,First Term,2024-10-08 16:49:58
1634,1386,14,12,14,35,61,B,2024,First Term,2024-10-08 16:49:58
1635,1386,15,5,4,13,22,F,2024,First Term,2024-10-08 16:49:58
1636,1386,16,5,2,26,33,F,2024,First Term,2024-10-08 16:49:58
1637,1386,17,1,1,29,31,F,2024,First Term,2024-10-08 16:49:58
1638,1386,18,13,11,73,97,A,2024,First Term,2024-10-08 16:49:58
1639,1386,19,2,5,39,46,D,2024,First Term,2024-10-08 16:49:58
1640,1386,20,10,15,37,62,B,2024,First Term,2024-10-08 16:49:58
1641,1382,11,2,5,5,12,F,2024,First Term,2024-10-08 16:49:58
1642,1382,12,1,0,16,17,F,2024,First Term,2024-10-08 16:49:58
1643,1382,13,0,5,25,30,F,2024,First Term,2024-10-08 16:49:58
1644,1382,14,1,1,2,4,F,2024,First Term,2024-10-08 16:49:58
1645,1382,15,1,1,8,10,F,2024,First Term,2024-10-08 16:49:58
1646,1382,16,11,15,35,61,B,2024,First Term,2024-10-08 16:49:58
1647,1382,17,4,2,30,36,F,2024,First Term,2024-10-08 16:49:58
1648,1382,18,10,15,36,61,B,2024,First Term,2024-10-08 16:49:58
1649,1382,19,13,12,42,67,B,2024,First Term,2024-10-08 16:49:58
1650,1382,20,2,2,13,17,F,2024,First Term,2024-10-08 16:49:58
1651,1405,11,2,4,22,28,F,2024,First Term,2024-10-08 16:49:58
1652,1405,12,13,15,44,72,A,2024,First Term,2024-10-08 16:49:58
1653,1405,13,3,4,2,9,F,2024,First Term,2024-10-08 16:49:58
1654,1405,14,13,11,28,52,C,2024,First Term,2024-10-08 16:49:58
1655,1405,15,0,1,1,2,F,2024,First Term,2024-10-08 16:49:58
1656,1405,16,4,3,40,47,D,2024,First Term,2024-10-08 16:49:58
1657,1405,17,0,0,30,30,F,2024,First Term,2024-10-08 16:49:58
1658,1405,18,4,1,31,36,F,2024,First Term,2024-10-08 16:49:58
1659,1405,19,5,3,2,10,F,2024,First Term,2024-10-08 16:49:58
1660,1405,20,2,2,25,29,F,2024,First Term,2024-10-08 16:49:58
1661,1218,1,4,4,25,33,F,2024,First Term,2024-10-08 16:49:58
1662,1218,2,5,1,27,33,F,2024,First Term,2024-10-08 16:49:58
1663,1218,3,13,11,20,44,D,2024,First Term,2024-10-08 16:49:58
1664,1218,4,12,13,64,89,A,2024,First Term,2024-10-08 16:49:58
1665,1218,5,0,3,26,29,F,2024,First Term,2024-10-08 16:49:58
1666,1218,6,5,2,27,34,F,2024,First Term,2024-10-08 16:49:58
1667,1218,7,0,0,40,40,D,2024,First Term,2024-10-08 16:49:58
1668,1218,8,15,15,34,64,B,2024,First Term,2024-10-08 16:49:58
1669,1218,9,5,1,0,6,F,2024,First Term,2024-10-08 16:49:58
1670,1218,10,2,4,2,8,F,2024,First Term,2024-10-08 16:49:58
1671,1199,1,1,3,20,24,F,2024,First Term,2024-10-08 16:49:58
1672,1199,2,12,12,25,49,D,2024,First Term,2024-10-08 16:49:58
1673,1199,3,2,5,21,28,F,2024,First Term,2024-10-08 16:49:58
1674,1199,4,3,1,12,16,F,2024,First Term,2024-10-08 16:49:58
1675,1199,5,4,1,26,31,F,2024,First Term,2024-10-08 16:49:58
1676,1199,6,3,2,12,17,F,2024,First Term,2024-10-08 16:49:58
1677,1199,7,4,5,14,23,F,2024,First Term,2024-10-08 16:49:58
1678,1199,8,2,5,28,35,F,2024,First Term,2024-10-08 16:49:58
1679,1199,9,4,0,35,39,F,2024,First Term,2024-10-08 16:49:58
1680,1199,10,0,3,22,25,F,2024,First Term,2024-10-08 16:49:58
1681,1043,1,5,5,21,31,F,2024,First Term,2024-10-08 16:49:58
1682,1043,2,12,15,56,83,A,2024,First Term,2024-10-08 16:49:58
1683,1043,3,5,1,22,28,F,2024,First Term,2024-10-08 16:49:58
1684,1043,4,3,2,2,7,F,2024,First Term,2024-10-08 16:49:58
1685,1043,5,13,11,37,61,B,2024,First Term,2024-10-08 16:49:58
1686,1043,6,4,1,34,39,F,2024,First Term,2024-10-08 16:49:58
1687,1043,7,5,4,12,21,F,2024,First Term,2024-10-08 16:49:58
1688,1043,8,4,4,3,11,F,2024,First Term,2024-10-08 16:49:58
1689,1043,9,11,11,60,82,A,2024,First Term,2024-10-08 16:49:58
1690,1043,10,11,13,55,79,A,2024,First Term,2024-10-08 16:49:58
1691,1295,1,2,1,9,12,F,2024,First Term,2024-10-08 16:49:58
1692,1295,2,0,3,37,40,D,2024,First Term,2024-10-08 16:49:58
1693,1295,3,0,0,22,22,F,2024,First Term,2024-10-08 16:49:58
1694,1295,4,0,2,39,41,D,2024,First Term,2024-10-08 16:49:58
1695,1295,5,0,5,23,28,F,2024,First Term,2024-10-08 16:49:58
1696,1295,6,14,11,71,96,A,2024,First Term,2024-10-08 16:49:58
1697,1295,7,1,1,9,11,F,2024,First Term,2024-10-08 16:49:58
1698,1295,8,13,14,26,53,C,2024,First Term,2024-10-08 16:49:58
1699,1295,9,3,4,34,41,D,2024,First Term,2024-10-08 16:49:58
1700,1295,10,11,13,54,78,A,2024,First Term,2024-10-08 16:49:58
1701,1309,11,0,1,29,30,F,2024,First Term,2024-10-08 16:49:58
1702,1309,12,3,2,17,22,F,2024,First Term,2024-10-08 16:49:58
1703,1309,13,5,0,0,5,F,2024,First Term,2024-10-08 16:49:58
1704,1309,14,2,0,13,15,F,2024,First Term,2024-10-08 16:49:58
1705,1309,15,4,1,7,12,F,2024,First Term,2024-10-08 16:49:58
1706,1309,16,3,3,1,7,F,2024,First Term,2024-10-08 16:49:58
1707,1309,17,1,2,27,30,F,2024,First Term,2024-10-08 16:49:58
1708,1309,18,10,14,45,69,B,2024,First Term,2024-10-08 16:49:58
1709,1309,19,1,3,36,40,D,2024,First Term,2024-10-08 16:49:58
1710,1309,20,1,1,17,19,F,2024,First Term,2024-10-08 16:49:58
1711,1529,11,0,2,6,8,F,2024,First Term,2024-10-08 16:49:58
1712,1529,12,4,0,34,38,F,2024,First Term,2024-10-08 16:49:58
1713,1529,13,5,1,10,16,F,2024,First Term,2024-10-08 16:49:58
1714,1529,14,5,5,28,38,F,2024,First Term,2024-10-08 16:49:58
1715,1529,15,2,1,19,22,F,2024,First Term,2024-10-08 16:49:58
1716,1529,16,2,3,7,12,F,2024,First Term,2024-10-08 16:49:58
1717,1529,17,5,0,33,38,F,2024,First Term,2024-10-08 16:49:58
1718,1529,18,4,1,2,7,F,2024,First Term,2024-10-08 16:49:58
1719,1529,19,4,4,38,46,D,2024,First Term,2024-10-08 16:49:58
1720,1529,20,5,2,37,44,D,2024,First Term,2024-10-08 16:49:58
1721,1168,1,3,0,30,33,F,2024,First Term,2024-10-08 16:49:58
1722,1168,2,4,5,7,16,F,2024,First Term,2024-10-08 16:49:58
1723,1168,3,3,0,8,11,F,2024,First Term,2024-10-08 16:49:58
1724,1168,4,12,14,38,64,B,2024,First Term,2024-10-08 16:49:58
1725,1168,5,11,11,60,82,A,2024,First Term,2024-10-08 16:49:58
1726,1168,6,11,15,38,64,B,2024,First Term,2024-10-08 16:49:58
1727,1168,7,0,4,28,32,F,2024,First Term,2024-10-08 16:49:58
1728,1168,8,14,15,50,79,A,2024,First Term,2024-10-08 16:49:58
1729,1168,9,3,2,29,34,F,2024,First Term,2024-10-08 16:49:58
1730,1168,10,4,4,14,22,F,2024,First Term,2024-10-08 16:49:58
1731,1157,1,1,3,6,10,F,2024,First Term,2024-10-08 16:49:58
1732,1157,2,5,4,30,39,F,2024,First Term,2024-10-08 16:49:58
1733,1157,3,14,15,59,88,A,2024,First Term,2024-10-08 16:49:58
1734,1157,4,14,10,38,62,B,2024,First Term,2024-10-08 16:49:58
1735,1157,5,1,4,25,30,F,2024,First Term,2024-10-08 16:49:58
1736,1157,6,3,2,13,18,F,2024,First Term,2024-10-08 16:49:58
1737,1157,7,15,10,45,70,A,2024,First Term,2024-10-08 16:49:58
1738,1157,8,11,10,25,46,D,2024,First Term,2024-10-08 16:49:58
1739,1157,9,0,5,4,9,F,2024,First Term,2024-10-08 16:49:58
1740,1157,10,5,0,32,37,F,2024,First Term,2024-10-08 16:49:58
1741,1419,11,11,13,35,59,C,2024,First Term,2024-10-08 16:49:58
1742,1419,12,2,0,23,25,F,2024,First Term,2024-10-08 16:49:58
1743,1419,13,3,1,9,13,F,2024,First Term,2024-10-08 16:49:58
1744,1419,14,3,5,1,9,F,2024,First Term,2024-10-08 16:49:58
1745,1419,15,5,2,40,47,D,2024,First Term,2024-10-08 16:49:58
1746,1419,16,2,5,20,27,F,2024,First Term,2024-10-08 16:49:58
1747,1419,17,2,3,22,27,F,2024,First Term,2024-10-08 16:49:58
1748,1419,18,1,3,19,23,F,2024,First Term,2024-10-08 16:49:58
1749,1419,19,1,1,8,10,F,2024,First Term,2024-10-08 16:49:58
1750,1419,20,4,2,0,6,F,2024,First Term,2024-10-08 16:49:58
1751,1274,1,4,1,38,43,D,2024,First Term,2024-10-08 16:49:58
1752,1274,2,5,0,0,5,F,2024,First Term,2024-10-08 16:49:58
1753,1274,3,14,10,43,67,B,2024,First Term,2024-10-08 16:49:58
1754,1274,4,0,0,26,26,F,2024,First Term,2024-10-08 16:49:58
1755,1274,5,2,5,0,7,F,2024,First Term,2024-10-08 16:49:58
1756,1274,6,3,1,5,9,F,2024,First Term,2024-10-08 16:49:58
1757,1274,7,5,0,20,25,F,2024,First Term,2024-10-08 16:49:58
1758,1274,8,15,13,64,92,A,2024,First Term,2024-10-08 16:49:58
1759,1274,9,13,15,19,47,D,2024,First Term,2024-10-08 16:49:58
1760,1274,10,1,3,34,38,F,2024,First Term,2024-10-08 16:49:58
1761,1267,1,4,4,10,18,F,2024,First Term,2024-10-08 16:49:58
1762,1267,2,5,2,0,7,F,2024,First Term,2024-10-08 16:49:58
1763,1267,3,2,5,23,30,F,2024,First Term,2024-10-08 16:49:58
1764,1267,4,13,12,49,74,A,2024,First Term,2024-10-08 16:49:58
1765,1267,5,11,15,40,66,B,2024,First Term,2024-10-08 16:49:58
1766,1267,6,3,2,15,20,F,2024,First Term,2024-10-08 16:49:58
1767,1267,7,0,3,27,30,F,2024,First Term,2024-10-08 16:49:58
1768,1267,8,2,4,3,9,F,2024,First Term,2024-10-08 16:49:58
1769,1267,9,13,11,51,75,A,2024,First Term,2024-10-08 16:49:58
1770,1267,10,14,13,50,77,A,2024,First Term,2024-10-08 16:49:58
1771,1365,11,13,15,32,60,B,2024,First Term,2024-10-08 16:49:58
1772,1365,12,2,2,40,44,D,2024,First Term,2024-10-08 16:49:58
1773,1365,13,2,5,23,30,F,2024,First Term,2024-10-08 16:49:58
1774,1365,14,13,10,41,64,B,2024,First Term,2024-10-08 16:49:58
1775,1365,15,0,5,16,21,F,2024,First Term,2024-10-08 16:49:58
1776,1365,16,1,1,14,16,F,2024,First Term,2024-10-08 16:49:58
1777,1365,17,3,1,19,23,F,2024,First Term,2024-10-08 16:49:58
1778,1365,18,0,4,28,32,F,2024,First Term,2024-10-08 16:49:58
1779,1365,19,3,1,39,43,D,2024,First Term,2024-10-08 16:49:58
1780,1365,20,1,5,2,8,F,2024,First Term,2024-10-08 16:49:58
1781,1100,1,0,5,36,41,D,2024,First Term,2024-10-08 16:49:58
1782,1100,2,0,4,0,4,F,2024,First Term,2024-10-08 16:49:58
1783,1100,3,3,3,20,26,F,2024,First Term,2024-10-08 16:49:58
1784,1100,4,15,12,54,81,A,2024,First Term,2024-10-08 16:49:58
1785,1100,5,10,15,17,42,D,2024,First Term,2024-10-08 16:49:58
1786,1100,6,0,3,18,21,F,2024,First Term,2024-10-08 16:49:58
1787,1100,7,0,2,12,14,F,2024,First Term,2024-10-08 16:49:58
1788,1100,8,1,1,3,5,F,2024,First Term,2024-10-08 16:49:58
1789,1100,9,13,12,48,73,A,2024,First Term,2024-10-08 16:49:58
1790,1100,10,14,14,44,72,A,2024,First Term,2024-10-08 16:49:58
1791,1404,11,2,5,6,13,F,2024,First Term,2024-10-08 16:49:58
1792,1404,12,0,3,31,34,F,2024,First Term,2024-10-08 16:49:58
1793,1404,13,5,2,27,34,F,2024,First Term,2024-10-08 16:49:58
1794,1404,14,0,2,29,31,F,2024,First Term,2024-10-08 16:49:58
1795,1404,15,5,0,24,29,F,2024,First Term,2024-10-08 16:49:58
1796,1404,16,14,13,44,71,A,2024,First Term,2024-10-08 16:49:58
1797,1404,17,1,3,25,29,F,2024,First Term,2024-10-08 16:49:58
1798,1404,18,3,1,3,7,F,2024,First Term,2024-10-08 16:49:58
1799,1404,19,4,3,29,36,F,2024,First Term,2024-10-08 16:49:58
1800,1404,20,1,1,19,21,F,2024,First Term,2024-10-08 16:49:58
1801,1357,11,0,0,13,13,F,2024,First Term,2024-10-08 16:49:58
1802,1357,12,4,5,11,20,F,2024,First Term,2024-10-08 16:49:58
1803,1357,13,4,3,11,18,F,2024,First Term,2024-10-08 16:49:58
1804,1357,14,12,14,70,96,A,2024,First Term,2024-10-08 16:49:58
1805,1357,15,0,5,38,43,D,2024,First Term,2024-10-08 16:49:58
1806,1357,16,0,2,14,16,F,2024,First Term,2024-10-08 16:49:58
1807,1357,17,3,5,38,46,D,2024,First Term,2024-10-08 16:49:58
1808,1357,18,10,12,49,71,A,2024,First Term,2024-10-08 16:49:58
1809,1357,19,3,4,0,7,F,2024,First Term,2024-10-08 16:49:58
1810,1357,20,11,10,57,78,A,2024,First Term,2024-10-08 16:49:58
1811,1119,1,4,0,32,36,F,2024,First Term,2024-10-08 16:49:58
1812,1119,2,11,14,71,96,A,2024,First Term,2024-10-08 16:49:58
1813,1119,3,4,5,8,17,F,2024,First Term,2024-10-08 16:49:58
1814,1119,4,5,3,2,10,F,2024,First Term,2024-10-08 16:49:58
1815,1119,5,3,1,17,21,F,2024,First Term,2024-10-08 16:49:58
1816,1119,6,4,4,38,46,D,2024,First Term,2024-10-08 16:49:58
1817,1119,7,2,3,2,7,F,2024,First Term,2024-10-08 16:49:58
1818,1119,8,10,12,47,69,B,2024,First Term,2024-10-08 16:49:58
1819,1119,9,14,11,53,78,A,2024,First Term,2024-10-08 16:49:58
1820,1119,10,14,13,71,98,A,2024,First Term,2024-10-08 16:49:58
1821,1395,11,12,11,23,46,D,2024,First Term,2024-10-08 16:49:58
1822,1395,12,1,2,26,29,F,2024,First Term,2024-10-08 16:49:58
1823,1395,13,4,5,33,42,D,2024,First Term,2024-10-08 16:49:58
1824,1395,14,1,3,4,8,F,2024,First Term,2024-10-08 16:49:58
1825,1395,15,3,0,10,13,F,2024,First Term,2024-10-08 16:49:58
1826,1395,16,0,2,20,22,F,2024,First Term,2024-10-08 16:49:58
1827,1395,17,13,14,68,95,A,2024,First Term,2024-10-08 16:49:58
1828,1395,18,10,12,30,52,C,2024,First Term,2024-10-08 16:49:58
1829,1395,19,0,2,40,42,D,2024,First Term,2024-10-08 16:49:58
1830,1395,20,3,5,25,33,F,2024,First Term,2024-10-08 16:49:58
1831,1021,1,3,0,18,21,F,2024,First Term,2024-10-08 16:49:58
1832,1021,2,5,5,34,44,D,2024,First Term,2024-10-08 16:49:58
1833,1021,3,15,14,69,98,A,2024,First Term,2024-10-08 16:49:58
1834,1021,4,0,4,18,22,F,2024,First Term,2024-10-08 16:49:58
1835,1021,5,0,0,19,19,F,2024,First Term,2024-10-08 16:49:58
1836,1021,6,13,12,59,84,A,2024,First Term,2024-10-08 16:49:58
1837,1021,7,0,1,17,18,F,2024,First Term,2024-10-08 16:49:58
1838,1021,8,14,13,45,72,A,2024,First Term,2024-10-08 16:49:58
1839,1021,9,11,15,19,45,D,2024,First Term,2024-10-08 16:49:58
1840,1021,10,15,14,13,42,D,2024,First Term,2024-10-08 16:49:58
1841,1360,11,1,5,26,32,F,2024,First Term,2024-10-08 16:49:58
1842,1360,12,5,5,31,41,D,2024,First Term,2024-10-08 16:49:58
1843,1360,13,3,3,25,31,F,2024,First Term,2024-10-08 16:49:58
1844,1360,14,5,3,7,15,F,2024,First Term,2024-10-08 16:49:58
1845,1360,15,2,5,36,43,D,2024,First Term,2024-10-08 16:49:58
1846,1360,16,4,1,27,32,F,2024,First Term,2024-10-08 16:49:58
1847,1360,17,3,3,7,13,F,2024,First Term,2024-10-08 16:49:58
1848,1360,18,4,5,11,20,F,2024,First Term,2024-10-08 16:49:58
1849,1360,19,15,14,68,97,A,2024,First Term,2024-10-08 16:49:58
